Group	Chr	Start	End	Recombination Rate
1	chr1A	0	5935491	6.447925696167613e-07
1	chr1A	5935491	11870982	1.0815875361313416e-06
1	chr1A	11870982	17806473	6.323127134306305e-07
1	chr1A	17806473	23741964	4.2639508635947117e-07
1	chr1A	23741964	29677455	8.486302206568989e-07
1	chr1A	29677455	35612946	4.7007458301092924e-07
1	chr1A	35612946	41548437	4.0143537398720946e-07
1	chr1A	41548437	47483928	2.703968840328354e-07
1	chr1A	47483928	53419419	5.61593528375889e-07
1	chr1A	53419419	59354910	8.319904124087243e-08
1	chr1A	59354910	65290401	8.943896933393787e-08
1	chr1A	65290401	71225892	9.775887345802512e-08
1	chr1A	71225892	77161383	1.8719784279196296e-08
1	chr1A	77161383	83096874	0.0
1	chr1A	83096874	89032365	0.0
1	chr1A	89032365	94967856	7.695911314780699e-08
1	chr1A	94967856	100903347	1.1855863376824321e-07
1	chr1A	100903347	106838838	1.4351834614050494e-07
1	chr1A	106838838	112774329	1.2479856186130866e-07
1	chr1A	112774329	118709820	8.735899330291605e-08
1	chr1A	118709820	124645311	4.159952062043622e-09
1	chr1A	124645311	130580802	1.6639808248174487e-08
1	chr1A	130580802	136516293	1.8719784279196296e-08
1	chr1A	136516293	142451784	0.0
1	chr1A	142451784	148387275	1.6639808248174487e-08
1	chr1A	148387275	154322766	1.8719784279196296e-08
1	chr1A	154322766	160258257	3.951954458941441e-08
1	chr1A	160258257	166193748	4.575947268247984e-08
1	chr1A	166193748	172129239	0.0
1	chr1A	172129239	178064730	0.0
1	chr1A	178064730	184000221	0.0
1	chr1A	184000221	189935712	4.1599520620436216e-08
1	chr1A	189935712	195871203	0.0
1	chr1A	195871203	201806694	0.0
1	chr1A	201806694	207742185	7.695911314780699e-08
1	chr1A	207742185	213677676	6.239928093065433e-08
1	chr1A	213677676	219613167	1.7887793866787575e-07
1	chr1A	219613167	225548658	6.239928093065433e-08
1	chr1A	225548658	231484149	0.0
1	chr1A	231484149	237419640	4.783944871350166e-08
1	chr1A	237419640	243355131	0.0
1	chr1A	243355131	249290622	0.0
1	chr1A	249290622	255226113	4.1599520620436216e-08
1	chr1A	255226113	261161604	5.1999400775545275e-08
1	chr1A	261161604	267097095	0.0
1	chr1A	267097095	273032586	0.0
1	chr1A	273032586	278968077	0.0
1	chr1A	278968077	284903568	2.079976031021811e-09
1	chr1A	284903568	290839059	0.0
1	chr1A	290839059	296774550	5.1999400775545275e-08
1	chr1A	296774550	302710041	7.487913711678518e-08
1	chr1A	302710041	308645532	4.575947268247984e-08
1	chr1A	308645532	314581023	6.031930489963252e-08
1	chr1A	314581023	320516514	0.0
1	chr1A	320516514	326452005	0.0
1	chr1A	326452005	332387496	0.0
1	chr1A	332387496	338322987	2.4959712372261733e-08
1	chr1A	338322987	344258478	8.319904124087243e-09
1	chr1A	344258478	350193969	4.159952062043622e-09
1	chr1A	350193969	356129460	1.0399880155109055e-07
1	chr1A	356129460	362064951	4.9919424744523466e-08
1	chr1A	362064951	368000442	4.159952062043622e-09
1	chr1A	368000442	373935933	1.5391822629561398e-07
1	chr1A	373935933	379871424	2.079976031021811e-09
1	chr1A	379871424	385806915	5.4079376806567085e-08
1	chr1A	385806915	391742406	5.4079376806567085e-08
1	chr1A	391742406	397677897	1.4559832217152676e-08
1	chr1A	397677897	403613388	0.0
1	chr1A	403613388	409548879	0.0
1	chr1A	409548879	415484370	0.0
1	chr1A	415484370	421419861	0.0
1	chr1A	421419861	427355352	6.655923299269795e-08
1	chr1A	427355352	433290843	0.0
1	chr1A	433290843	439226334	0.0
1	chr1A	439226334	445161825	1.1855863376824321e-07
1	chr1A	445161825	451097316	1.0399880155109055e-07
1	chr1A	451097316	457032807	4.575947268247984e-08
1	chr1A	457032807	462968298	3.3903609305655513e-07
1	chr1A	462968298	468903789	1.351984420164177e-07
1	chr1A	468903789	474839280	6.302327373996087e-07
1	chr1A	474839280	480774771	2.079976031021811e-07
1	chr1A	480774771	486710262	5.82393288686107e-07
1	chr1A	486710262	492645753	2.1839748325729012e-07
1	chr1A	492645753	498581244	4.7007458301092924e-07
1	chr1A	498581244	504516735	8.028707479744189e-07
1	chr1A	504516735	510452226	5.033541995072783e-07
1	chr1A	510452226	516387717	7.633512033850046e-07
1	chr1A	516387717	522323208	3.431960451185988e-07
1	chr1A	522323208	528258699	1.4351834614050494e-07
1	chr1A	528258699	534194190	8.507101966879207e-07
1	chr1A	534194190	540129681	3.9935539795618773e-07
1	chr1A	540129681	546065172	6.655923299269795e-07
