Group	Chr	Start	End	Recombination Rate
0	chr1A	0	5935491	6.796233546786181e-07
0	chr1A	5935491	11870982	1.1136685223725255e-06
0	chr1A	11870982	17806473	6.682011134235152e-07
0	chr1A	17806473	23741964	3.4266723765308476e-07
0	chr1A	23741964	29677455	8.566680941327118e-07
0	chr1A	29677455	35612946	4.6545633114544013e-07
0	chr1A	35612946	41548437	3.969228836148232e-07
0	chr1A	41548437	47483928	2.62711548867365e-07
0	chr1A	47483928	53419419	4.6545633114544013e-07
0	chr1A	53419419	59354910	8.281124909949548e-08
0	chr1A	59354910	65290401	9.13779300408226e-08
0	chr1A	65290401	71225892	9.708905066837402e-08
0	chr1A	71225892	77161383	8.56668094132712e-09
0	chr1A	77161383	83096874	0.0
0	chr1A	83096874	89032365	0.0
0	chr1A	89032365	94967856	3.712228407908419e-08
0	chr1A	94967856	100903347	1.770447394540938e-07
0	chr1A	100903347	106838838	1.9417810133674804e-07
0	chr1A	106838838	112774329	1.2278909349235537e-07
0	chr1A	112774329	118709820	1.0280017129592543e-07
0	chr1A	118709820	124645311	2.8555603137757064e-09
0	chr1A	124645311	130580802	5.711120627551413e-09
0	chr1A	130580802	136516293	8.56668094132712e-09
0	chr1A	136516293	142451784	0.0
0	chr1A	142451784	148387275	5.711120627551413e-09
0	chr1A	148387275	154322766	8.56668094132712e-09
0	chr1A	154322766	160258257	1.9988922196429944e-08
0	chr1A	160258257	166193748	7.424456815816838e-08
0	chr1A	166193748	172129239	5.711120627551413e-09
0	chr1A	172129239	178064730	0.0
0	chr1A	178064730	184000221	0.0
0	chr1A	184000221	189935712	7.710012847194407e-08
0	chr1A	189935712	195871203	0.0
0	chr1A	195871203	201806694	0.0
0	chr1A	201806694	207742185	9.708905066837402e-08
0	chr1A	207742185	213677676	5.1400085647962716e-08
0	chr1A	213677676	219613167	1.827558600816452e-07
0	chr1A	219613167	225548658	4.56889650204113e-08
0	chr1A	225548658	231484149	0.0
0	chr1A	231484149	237419640	2.8555603137757065e-08
0	chr1A	237419640	243355131	0.0
0	chr1A	243355131	249290622	0.0
0	chr1A	249290622	255226113	3.141116345153277e-08
0	chr1A	255226113	261161604	3.426672376530848e-08
0	chr1A	261161604	267097095	0.0
0	chr1A	267097095	273032586	0.0
0	chr1A	273032586	278968077	0.0
0	chr1A	278968077	284903568	0.0
0	chr1A	284903568	290839059	0.0
0	chr1A	290839059	296774550	2.5700042823981358e-08
0	chr1A	296774550	302710041	3.141116345153277e-08
0	chr1A	302710041	308645532	1.1422241255102826e-08
0	chr1A	308645532	314581023	3.426672376530848e-08
